"","SystemId","SystemName","AgeScore","CalmarScore","CalmarMessage","SharpeScore","StatValueVal","Score","i.CalmarMessage","C2Score"
"1308",25816942,"FX Ducati",7,4,"",1,0.07,4,"",4.75
"1309",25817067,"billy",7,4,"",1,-0.18,4,"",4.75
"1310",25839694,"Income Generator",7,4,"",1,0.04,4,"",4.75
"1311",25850993,"xxx2",7,4,"",1,-0.24,4,"",4.75
"1312",25857620,"Gold Swing Survivor Portfolio",7,4,"",1,0.04,4,"",4.75
"1313",25859186,"Key Lime",7,4,"",1,-0.17,4,"",4.75
"1314",25860647,"FX Pro Trading Reverse 4 in 1 Systems",7,4,"",1,-0.12,4,"",4.75
"1315",25860974,"Topaz NQ100 M",7,4,"",1,0.3,4,"",4.75
"1316",25868070,"Long-Short",7,4,"",1,0.02,4,"",4.75
"1317",25876288,"Big Ben",7,4,"",1,-0.16,4,"",4.75
"1318",25889773,"Results II: Stocks-Options",7,4,"",1,0.25,4,"",4.75
"1319",25893477,"",7,4,"",1,0.04,4,"",4.75
"1320",25914897,"Pathfinder Conservative Stocks",7,4,"",1,0.12,4,"",4.75
"1321",25916509,"The Adfish K.I.S. strategy",7,4,"",1,-0.11,4,"",4.75
"1322",25930323,"Bombay Futures System",7,4,"",1,-0.38,4,"",4.75
"1323",25931457,"WTDVF Ended",7,4,"",1,-0.2,4,"",4.75
"1324",25932451,"Deviation Trader",7,4,"",1,0.15,4,"",4.75
"1325",25933766,"OneWayFX",7,4,"",1,-0.4,4,"",4.75
"1326",25941524,"S&P 500 Timing",7,4,"",1,-0.15,4,"",4.75
"1327",25947756,"Ultrastoch-ST--not supp. since 09.15.07",7,4,"",1,0.02,4,"",4.75
"1328",25965916,"Gold Silver Index XAU options",7,4,"",1,-0.42,4,"",4.75
"1329",25968626,"Midas Forex Trading System",7,4,"",1,0.08,4,"",4.75
"1330",25978625,"JW Index Trading V.18",7,4,"",1,-0.26,4,"",4.75
"1331",25998657,"marketmaker",7,4,"",1,0.12,4,"",4.75
"1332",26005182,"Long Since Closed / 2",7,4,"",1,0.1,4,"",4.75
"1333",26010974,"Swing Trading for Real Profit",7,4,"",1,0.03,4,"",4.75
"1334",26011970,"Speculator 500",7,4,"",1,0.25,4,"",4.75
"1335",26014953,"EAGLEFX",7,4,"",1,-0.3,4,"",4.75
"1336",26032467,"Statistical Advantage",7,4,"",1,-0.12,4,"",4.75
"1337",26032823,"PTE Daily",7,4,"",1,-0.17,4,"",4.75
"1338",26046045,"Forex Money Magnet",7,4,"",1,0.7,4,"",4.75
"1339",26046112,"Crude Mini Intra-Day",7,4,"",1,0,4,"",4.75
"1340",26046379,"Cookie",7,4,"",1,0.11,4,"",4.75
"1341",26049001,"kemyn33",7,4,"",1,-0.15,4,"",4.75
"1342",26055645,"SPX.X",7,4,"",1,0.03,4,"",4.75
"1343",26068544,"Have Fun",7,4,"",1,0.47,4,"",4.75
"1344",26074061,"Quick 1 Day 5% to 10% Gainers",7,4,"",1,-0.21,4,"",4.75
"1345",26088334,"GKDow",7,4,"",1,0,4,"",4.75
"1346",26089317,"BOUNCE SYSTEMS",7,4,"",1,-0.05,4,"",4.75
"1347",26089486,"Empathy",7,4,"",1,-0.38,4,"",4.75
"1348",26089722,"markettracker",7,4,"",1,-0.28,4,"",4.75
"1349",26092521,"Small Cap Fundamental Value",7,4,"",1,0.2,4,"",4.75
"1350",26092682,"Short-Term Trader",7,4,"",1,0.14,4,"",4.75
"1351",26096688,"Cis_Options",7,4,"",1,-0.15,4,"",4.75
"1352",26102737,"PBar",7,4,"",1,0,4,"",4.75
"1353",26126990,"woowy 2007/4 TradeBullet",7,4,"",1,-0.3,4,"",4.75
"1354",26126995,"woowy 2007/2 TradeBullet",7,4,"",1,-0.16,4,"",4.75
"1355",26132299,"Blue Rose Futures",7,4,"",1,0,4,"",4.75
"1356",26150168,"Life is Good",7,4,"",1,0.06,4,"",4.75
"1357",26164918,"Naked Perfection",7,4,"",1,0.19,4,"",4.75
"1358",26174508,"Ranger II",7,4,"",1,0.01,4,"",4.75
"1359",26174528,"P Sentiment (Futures & Forex)",7,4,"",1,-0.07,4,"",4.75
"1360",26175748,"Holly FTSE",7,4,"",1,0.01,4,"",4.75
"1361",26192328,"W R stopped trading",7,4,"",1,-0.01,4,"",4.75
"1362",26213358,"Trend Rider",7,4,"",1,-0.25,4,"",4.75
"1363",26227726,"(26227726)",7,4,"",1,-0.73,4,"",4.75
"1364",26260143,"ConvergenceFXEQ",7,4,"",1,0,4,"",4.75
"1365",26262478,"EUR.Seasonal",7,4,"",1,-0.19,4,"",4.75
"1366",26272630,"Strong Trending Stocks on Pullback",7,4,"",1,0.1,4,"",4.75
"1367",26279734,"AlphaStocks",7,4,"",1,-0.07,4,"",4.75
"1368",26281366,"(26281366)",7,4,"",1,-0.25,4,"",4.75
"1369",26283080,"ES Simplified",7,4,"",1,0,4,"",4.75
"1370",26297408,"Mini Trades",7,4,"",1,-0.08,4,"",4.75
"1371",26301581,"high prob LT",7,4,"",1,-0.19,4,"",4.75
"1372",26308252,"ER Simplified",7,4,"",1,0.17,4,"",4.75
"1373",26331070,"""NET WORTH IT""",7,4,"",1,0.12,4,"",4.75
"1374",26334638,"Class A System",7,4,"",1,0.17,4,"",4.75
"1375",26342409,"PCINDIA",7,4,"",1,-0.28,4,"",4.75
"1376",26352273,"(26352273)",7,4,"",1,-0.4,4,"",4.75
"1377",26362715,"Paulz Steady Eddies - Timer",7,4,"",1,0.01,4,"",4.75
"1378",26381474,"FX.WAVE",7,4,"",1,0.35,4,"",4.75
"1379",26391767,"Contrarian",7,4,"",1,-0.14,4,"",4.75
"1380",26409896,"ZelDel",7,4,"",1,-0.19,4,"",4.75
"1381",26441720,"LRC Extreme Futures",7,4,"",1,0.13,4,"",4.75
"1382",26458556,"Ninja Stocks",7,4,"",1,0,4,"",4.75
"1383",26493436,"a?lsdkf",7,4,"",1,-0.08,4,"",4.75
"1384",26500669,"OLD",7,4,"",1,-0.03,4,"",4.75
"1385",26502038,"Tomitrader.com - FX Tex",7,4,"",1,-0.12,4,"",4.75
"1386",26508912,"Meridian Traders Forex",7,4,"",1,-0.15,4,"",4.75
"1387",26509821,"Growth Forex Fund",7,4,"",1,-0.23,4,"",4.75
"1388",26520325,"Counter-Intuitive Activity_Test",7,4,"",1,-0.25,4,"",4.75
"1389",26525486,"Master Trader",7,4,"",1,0.68,4,"",4.75
"1390",26529467,"Trend Climber",7,4,"",1,-0.43,4,"",4.75
"1391",26533349,"Asymmetric",7,4,"",1,-0.01,4,"",4.75
"1392",26542747,"Humble Way Eminis",7,4,"",1,-0.22,4,"",4.75
"1393",26555313,"Statesman",7,4,"",1,0.14,4,"",4.75
"1394",26557785,"KC Legacy (closed)",7,4,"",1,-0.19,4,"",4.75
"1395",26569228,"Buy & Hold ETF AssetAlloc 1",7,4,"",1,0.02,4,"",4.75
"1396",26569256,"Buy & Hold ETF AssetAlloc G-",7,4,"",1,-0.01,4,"",4.75
"1397",26569358,"Buy & Hold ETF AssetAlloc 1Ultra",7,4,"",1,0.01,4,"",4.75
"1398",26578022,"The Street System",7,4,"",1,0.23,4,"",4.75
"1399",26580879,"Old AS",7,4,"",1,-0.11,4,"",4.75
"1400",26583686,"System 26583686",7,4,"",1,-0.21,4,"",4.75
"1401",26584116,"S&P profit finder",7,4,"",1,0.13,4,"",4.75
"1402",26601633,"NJM's breakout",7,4,"",1,-0.18,4,"",4.75
"1403",26604328,"world news",7,4,"",1,0.4,4,"",4.75
"1404",26607970,"Fx Swings",7,4,"",1,-0.19,4,"",4.75
"1405",26642185,"Zaplutus",7,4,"",1,0.17,4,"",4.75
"1406",26646503,"Z.HolyGrail.D",7,4,"",1,-0.1,4,"",4.75
"1407",26652447,"CC Managed Futures",7,4,"",1,0.33,4,"",4.75
"1408",26653144,"Gap Momentum Tracker",7,4,"",1,-0.07,4,"",4.75
"1409",26655273,"No fuss",7,4,"",1,0.26,4,"",4.75
"1410",26656136,"Option Addict",7,4,"",1,-0.43,4,"",4.75
"1411",26662576,"DNA Stocks",7,4,"",1,0.4,4,"",4.75
"1412",26680136,"Test System",7,4,"",1,-0.15,4,"",4.75
"1413",26681852,"TrueOrange ForeX",7,4,"",1,0.24,4,"",4.75
"1414",26685613,"Smart Predictor",7,4,"",1,0,4,"",4.75
"1415",26694242,"Vision Go",7,4,"",1,0.04,4,"",4.75
"1416",26699280,"MarathonFX",7,4,"",1,-0.09,4,"",4.75
"1417",26717594,"QQQQubert",7,4,"",1,-0.17,4,"",4.75
"1418",26720715,"Captura DTS System",7,4,"",1,0.03,4,"",4.75
"1419",26728103,"k3",7,4,"",1,0.19,4,"",4.75
"1420",26739945,"S/RT1000",7,4,"",1,-0.27,4,"",4.75
"1421",26741845,"FR Helper",7,4,"",1,0,4,"",4.75
"1422",26750213,"VOMMA",7,4,"",1,0,4,"",4.75
"1423",26761540,"Dow Eagle",7,4,"",1,0,4,"",4.75
"1424",26765997,"Forex Multiplier",7,4,"",1,-0.33,4,"",4.75
"1425",26784700,"E- Mini Forex Futures",7,4,"",1,0,4,"",4.75
"1426",26784733,"rws futures",7,4,"",1,-0.28,4,"",4.75
"1427",26785033,"Iconoclast Multi-Cap",7,4,"",1,0,4,"",4.75
"1428",26785389,"FXPERSPECTIVE",7,4,"",1,-0.1,4,"",4.75
"1429",26794479,"Charts",7,4,"",1,0.22,4,"",4.75
"1430",26800873,"ES Shark",7,4,"",1,-0.33,4,"",4.75
"1431",26802182,"Ed'sbest",7,4,"",1,-0.31,4,"",4.75
"1432",26820879,"Stella Trading Method",7,4,"",1,-0.09,4,"",4.75
"1433",26821014,"3K a Day in the S&P",7,4,"",1,-0.54,4,"",4.75
"1434",26829173,"Interceptor",7,4,"",1,-0.02,4,"",4.75
"1435",26833433,"Defiant",7,4,"",1,0.41,4,"",4.75
"1436",26837792,"Canfield Cup",7,4,"",1,-0.09,4,"",4.75
"1437",26873004,"Robust",7,4,"",1,0.38,4,"",4.75
"1438",26874100,"System 26874100",7,4,"",1,-0.06,4,"",4.75
"1439",26879507,"Maximizing the TSP",7,4,"",1,0.11,4,"",4.75
"1440",26881428,"DNA Options Power",7,4,"",1,-0.21,4,"",4.75
"1441",26881886,"Monday Madness",7,4,"",1,0,4,"",4.75
"1442",26883843,"TraderMAX III CTC",7,4,"",1,-0.03,4,"",4.75
"1443",26890535,"FX-Training.de Swinger",7,4,"",1,0,4,"",4.75
"1444",26906769,"Blue",7,4,"",1,-0.22,4,"",4.75
"1445",26908089,"DNA Options Homerun",7,4,"",1,-0.04,4,"",4.75
"1446",26908420,"ESI-Forex Solutions Long-Term",7,4,"",1,0,4,"",4.75
"1447",26910338,"BigCap Trader",7,4,"",1,0.04,4,"",4.75
"1448",26916009,"#1 Forex",7,4,"",1,0,4,"",4.75
"1449",26916492,"YM Wealth Builder",7,4,"",1,0,4,"",4.75
"1450",26923231,"GBSCM -",7,4,"",1,0,4,"",4.75
"1451",26924147,"Test 1",7,4,"",1,-0.08,4,"",4.75
"1452",26936217,"kingfisher",7,4,"",1,0,4,"",4.75
"1453",26938742,"X-Factor-C.Version+FlipFlop",7,4,"",1,-0.43,4,"",4.75
"1454",26941754,"Thrive Forex",7,4,"",1,0.62,4,"",4.75
"1455",26945246,"mini-marketmaker",7,4,"",1,0,4,"",4.75
"1456",26959912,"NeoStation",7,4,"",1,0.58,4,"",4.75
"1457",26963930,"Test system",7,4,"",1,-0.13,4,"",4.75
"1458",26967146,"ProfitMaster",7,4,"",1,0,4,"",4.75
"1459",26972229,"AK Stocks",7,4,"",1,0.02,4,"",4.75
"1460",26972616,"Q-Patterns II",7,4,"",1,0,4,"",4.75
"1461",26975288,"satellite",7,4,"",1,0,4,"",4.75
"1462",26976354,"CHF.VolaBreakout",7,4,"",1,0.12,4,"",4.75
"1463",26986995,"FXC22",7,4,"",1,0,4,"",4.75
"1464",27000404,"GFCM fx2",7,4,"",1,0,4,"",4.75
"1465",27000665,"VFC Hedge Basket",7,4,"",1,-0.16,4,"",4.75
"1466",27005122,"Defiance",7,4,"",1,0,4,"",4.75
"1467",27009067,"AIRFORCEONE",7,4,"",1,0,4,"",4.75
"1468",27009805,"Quest for Leverage with Options",7,4,"",1,0,4,"",4.75
"1469",27018302,"A Walk In The Park",7,4,"",1,-0.06,4,"",4.75
"1470",27020004,"Sector Rotation System #2",7,4,"",1,0,4,"",4.75
"1471",27023002,"ETF Basket-Trader (Closed)",7,4,"",1,-0.01,4,"",4.75
"1472",27025496,"Walker",7,4,"",1,0.01,4,"",4.75
"1473",27028179,"SOBE Black",7,4,"",1,0,4,"",4.75
"1474",27030304,"4XHOME",7,4,"",1,0,4,"",4.75
"1475",27030590,"Grandpa FX",7,4,"",1,-0.01,4,"",4.75
"1476",27030872,"Bompus Stocks A",7,4,"",1,0.56,4,"",4.75
"1477",27034775,"no. 3",7,4,"",1,0,4,"",4.75
"1478",27043206,"ebe brothers",7,4,"",1,0,4,"",4.75
"1479",27048912,".",7,4,"",1,0,4,"",4.75
"1480",27049031,"Zombie Breakout",7,4,"",1,0,4,"",4.75
"1481",27060039,"Test Coll2",7,4,"",1,0,4,"",4.75
"1482",27075186,".",7,4,"",1,-0.16,4,"",4.75
"1483",27082945,"Long and Short",7,4,"",1,0,4,"",4.75
"1484",27082961,"Castorp",7,4,"",1,0.49,4,"",4.75
"1485",27096249,"neural net forex",7,4,"",1,-0.03,4,"",4.75
"1486",27099493,"DNA S&P 500 Futures",7,4,"",1,-0.1,4,"",4.75
"1487",27109574,"Not supported",7,4,"",1,-0.01,4,"",4.75
"1488",27115320,"DeltaHedge",7,4,"",1,0.37,4,"",4.75
"1489",27122813,"Invicta Macro Strategy",7,4,"",1,0,4,"",4.75
"1490",27126035,"FA (Pt)",7,4,"",1,0,4,"",4.75
"1491",27134031,"Fortune Cookie 2.0",7,4,"",1,0,4,"",4.75
"1492",27167854,"Gold Swing Survivor Futures Ptf $25K",7,4,"",1,0,4,"",4.75
"1493",27167926,"Gold Survivor $10K Portfolio",7,4,"",1,0,4,"",4.75
"1494",27173778,"Bompus Stocks B",7,4,"",1,0.7,4,"",4.75
"1495",27179063,"SIMBA5",7,4,"",1,-0.4,4,"",4.75
"1496",27186937,"trebila",7,4,"",1,0,4,"",4.75
"1497",27194954,"Little Sister",7,4,"",1,-0.01,4,"",4.75
"1498",27196580,"ER2/Blackbird",7,4,"",1,0,4,"",4.75
"1499",27196816,"TradingenEspanol",7,4,"",1,0,4,"",4.75
"1500",27198307,"crgr index signals",7,4,"",1,0,4,"",4.75
"1501",27199131,"WildCard",7,4,"",1,0.18,4,"",4.75
"1502",27206366,"DaySwingTrade",7,4,"",1,0,4,"",4.75
"1503",27214579,"MatterhornFX",7,4,"",1,0,4,"",4.75
"1504",27214732,"Eiger FX",7,4,"",1,0,4,"",4.75
"1505",27226543,"MaridenFx Test",7,4,"",1,0.09,4,"",4.75
"1506",27230586,"TickByTick",7,4,"",1,-0.07,4,"",4.75
"1507",27231850,"JAG fx",7,4,"",1,-0.14,4,"",4.75
"1508",27232962,"Amer Forex",7,4,"",1,0,4,"",4.75
"1509",27243134,"Predator miniES",7,4,"",1,-0.23,4,"",4.75
"1510",27244816,"KipEnergy",7,4,"",1,0.05,4,"",4.75
"1511",27245293,"Fox",7,4,"",1,-0.1,4,"",4.75
"1512",27247891,"Turquoise IXFN M",7,4,"",1,0.07,4,"",4.75
"1513",27267829,"Bompus Stocks C",7,4,"",1,-0.17,4,"",4.75
"1514",27268621,"FOREX EUROPE",7,4,"",1,0,4,"",4.75
"1515",27283115,"Rifle Scope",7,4,"",1,0.01,4,"",4.75
"1516",27291663,"Swinging Forex",7,4,"",1,0,4,"",4.75
"1517",27292202,"Ingrid FX",7,4,"",1,0,4,"",4.75
"1518",27298420,"crgr",7,4,"",1,0,4,"",4.75
"1519",27299958,"Scalping Prospector",7,4,"",1,0.01,4,"",4.75
"1520",27308329,"equilibrium",7,4,"",1,0,4,"",4.75
"1521",27311240,"FX Firefox",7,4,"",1,-0.25,4,"",4.75
"1522",27314053,"Acappella",7,4,"",1,0.01,4,"",4.75
"1523",27315074,"NLC",7,4,"",1,0.05,4,"",4.75
"1524",27316428,"JTrend-30",7,4,"",1,0.22,4,"",4.75
"1525",27316719,"BASE HITS",7,4,"",1,0,4,"",4.75
"1526",27318421,"Batting for Average",7,4,"",1,0.08,4,"",4.75
"1527",27319142,"Forex Winner GBP/JPY",7,4,"",1,0,4,"",4.75
"1528",27319154,"Forex Winner",7,4,"",1,-0.12,4,"",4.75
"1529",27363168,"NPOG",7,4,"",1,0.03,4,"",4.75
"1530",27372512,"BWF Ranking System",7,4,"",1,0.01,4,"",4.75
"1531",27415465,"FX investment",7,4,"",1,-0.22,4,"",4.75
"1532",27415595,"Russell Rocket",7,4,"",1,0,4,"",4.75
"1533",27416222,"FXRev1",7,4,"",1,0,4,"",4.75
"1534",27416498,"Conservative Growth",7,4,"",1,-0.14,4,"",4.75
"1535",27424843,"BWF Sparkle System",7,4,"",1,0.19,4,"",4.75
"1536",27432745,"Index Win",7,4,"",1,0.23,4,"",4.75
"1537",27433678,"SteadyEddie",7,4,"",1,-0.06,4,"",4.75
"1538",27433801,"MONSTER FX?",7,4,"",1,-0.28,4,"",4.75
"1539",27436210,"Raw",7,4,"",1,0,4,"",4.75
"1540",27438848,"3S Forex",7,4,"",1,0.01,4,"",4.75
"1541",27454759,"IntelliSystem",7,4,"",1,0.23,4,"",4.75
"1542",27463762,"BetterBettor - Bulls Only",7,4,"",1,-0.28,4,"",4.75
"1543",27517731,"Ultra Sonic",7,4,"",1,-0.31,4,"",4.75
"1544",27531704,"Long Since Closed / 3",7,4,"",1,0.04,4,"",4.75
"1545",27533683,"The Winning Ticket",7,4,"",1,-0.06,4,"",4.75
"1546",27565412,"Predator @ES",7,4,"",1,-0.19,4,"",4.75
"1547",27625521,"S3 DOUBLE SYSTEM",7,4,"",1,-0.02,4,"",4.75
"1548",27627847,"Black Box 1",7,4,"",1,0,4,"",4.75
"1549",27627901,"Super Screener",7,4,"",1,0.11,4,"",4.75
"1550",27698123,"MAJIK DAILY",7,4,"",1,0.17,4,"",4.75
"1551",27706297,"FXRev2",7,4,"",1,0,4,"",4.75
"1552",27716046,"Simplified Trading",7,4,"",1,-0.11,4,"",4.75
"1553",27716925,"Turn Key System",7,4,"",1,0.14,4,"",4.75
"1554",27727763,"Google Opening Trade",7,4,"",1,-0.19,4,"",4.75
"1555",27729749,"DARTS",7,4,"",1,0,4,"",4.75
"1556",27734833,"13th wave test",7,4,"",1,-0.14,4,"",4.75
"1557",27735835,"FxPips",7,4,"",1,0,4,"",4.75
"1558",27752632,"Discontinued.",7,4,"",1,0.03,4,"",4.75
"1559",27753310,"Dragon Synergy",7,4,"",1,0,4,"",4.75
"1560",27766439,"S&P Futures Fox DayTrader",7,4,"",1,0,4,"",4.75
"1561",27768306,"RT Small Cap test",7,4,"",1,-0.06,4,"",4.75
"1562",27773412,"Treasury Scalper",7,4,"",1,-0.17,4,"",4.75
"1563",27775883,"Swing Trade Signal",7,4,"",1,0.55,4,"",4.75
"1564",27780018,"DataGlobe Forex",7,4,"",1,0.24,4,"",4.75
"1565",27781580,"Russell Daily",7,4,"",1,0,4,"",4.75
"1566",27785976,"FX Trader",7,4,"",1,-0.12,4,"",4.75
"1567",27787370,"Software API Test Options",7,4,"",1,0.11,4,"",4.75
"1568",27794063,"Forex-Millionaire.com",7,4,"",1,0,4,"",4.75
"1569",27794479,"FX Diversified",7,4,"",1,0,4,"",4.75
"1570",27802846,"DataGlobe SmallCaps",7,4,"",1,-0.08,4,"",4.75
"1571",27819374,"Not available",7,4,"",1,0.12,4,"",4.75
"1572",27820745,"profitable stock trading 15",7,4,"",1,-0.17,4,"",4.75
"1573",27821496,"Holly S&P",7,4,"",1,0.12,4,"",4.75
"1574",27822879,"Negative Theta Algo 1",7,4,"",1,-0.1,4,"",4.75
"1575",27826136,"Fast Forex",7,4,"",1,0.44,4,"",4.75
"1576",27827143,"k6",7,4,"",1,0,4,"",4.75
"1577",27831594,"Dax Futures Intraday",7,4,"",1,0.01,4,"",4.75
"1578",27837418,"SP (Simple & Profitable) trading system",7,4,"",1,0,4,"",4.75
"1579",27838624,"MBW Multiple Trades",7,4,"",1,0,4,"",4.75
"1580",27839343,"Minutes",7,4,"",1,-0.17,4,"",4.75
"1581",27853669,"Obsolete Test System",7,4,"",1,0,4,"",4.75
"1582",27855053,"ES Quant",7,4,"",1,0,4,"",4.75
"1583",27855803,"Slash Forex",7,4,"",1,0,4,"",4.75
"1584",27856622,"Blackbird II",7,4,"",1,0,4,"",4.75
"1585",27857029,"Minutes",7,4,"",1,0.19,4,"",4.75
"1586",27859868,"GEOMETRIC FOREX",7,4,"",1,0,4,"",4.75
"1587",27861245,"Fusion-ST",7,4,"",1,-0.13,4,"",4.75
"1588",27873178,"Supply&Demand",7,4,"",1,0,4,"",4.75
"1589",27885342,"Enlightenment",7,4,"",1,-0.15,4,"",4.75
"1590",27916022,"xES Long Short",7,4,"",1,0,4,"",4.75
"1591",27916530,"GY only",7,4,"",1,0,4,"",4.75
"1592",27917225,"Minutes",7,4,"",1,0,4,"",4.75
"1593",27944240,"Rebound High Five",7,4,"",1,0.27,4,"",4.75
"1594",27958744,"Rock Fx",7,4,"",1,0,4,"",4.75
"1595",27959025,"ES AutoTrader",7,4,"",1,0,4,"",4.75
"1596",27962998,"Jasper QQQQ M",7,4,"",1,-0.05,4,"",4.75
"1597",27977540,"FX Daily",7,4,"",1,0,4,"",4.75
"1598",27992446,"Forex Trend Following",7,4,"",1,0,4,"",4.75
"1599",28020034,"DataGlobe FX II",7,4,"",1,0,4,"",4.75
"1600",28052307,"EFG Forex",7,4,"",1,0.31,4,"",4.75
"1601",28065184,"entry",7,4,"",1,-0.3,4,"",4.75
"1602",28066404,"Profitable Stock Trading",7,4,"",1,0.35,4,"",4.75
"1603",28068157,"XUAN",7,4,"",1,0.28,4,"",4.75
"1604",28068476,"spfx",7,4,"",1,0.28,4,"",4.75
"1605",28069241,"Secret Weapon",7,4,"",1,-0.15,4,"",4.75
"1606",28077540,"X-Market",7,4,"",1,-0.01,4,"",4.75
"1607",28081033,"not used: Acappella-API",7,4,"",1,-0.5,4,"",4.75
"1608",28105192,"4Timing(Managed Futures) CLOSED 08/2009",7,4,"",1,0,4,"",4.75
"1609",28116899,"Chartist",7,4,"",1,0,4,"",4.75
"1610",28121878,"Cash Flash Stash",7,4,"",1,-0.18,4,"",4.75
"1611",28151807,"TrueRangeMultiStrat",7,4,"",1,0,4,"",4.75
"1612",28154326,"SPY 1 Trade Per Day",7,4,"",1,0.44,4,"",4.75
"1613",28156932,"Learning Collective",7,4,"",1,0,4,"",4.75
"1614",28177721,"owndax",7,4,"",1,-0.17,4,"",4.75
"1615",28191043,"Russian lessons",7,4,"",1,-0.14,4,"",4.75
"1616",28191154,"DrQ MiniSP DTv1",7,4,"",1,0.49,4,"",4.75
"1617",28203751,"Orion",7,4,"",1,-0.05,4,"",4.75
"1618",28205407,"Eureka Gold",7,4,"",1,0,4,"",4.75
"1619",28209850,"Bottom Line Trading Group",7,4,"",1,-0.01,4,"",4.75
"1620",28210422,"Lucksmith",7,4,"",1,0.28,4,"",4.75
"1621",28211121,"EuroPips",7,4,"",1,0,4,"",4.75
"1622",28215565,"Acappella-API-II-NQ",7,4,"",1,0.09,4,"",4.75
"1623",28217821,"TriX",7,4,"",1,0.1,4,"",4.75
"1624",28253958,"GForce Trading System",7,4,"",1,-0.1,4,"",4.75
"1625",28260957,"Why so?",7,4,"",1,-0.21,4,"",4.75
"1626",28261548,"System2X",7,4,"",1,-0.08,4,"",4.75
"1627",28290954,"CASBS1Emini",7,4,"",1,-0.18,4,"",4.75
"1628",28293278,"CASBS1EUREX",7,4,"",1,0.02,4,"",4.75
"1629",28293717,"CASBS1Stocks",7,4,"",1,0.44,4,"",4.75
"1630",28304844,"Reverse",7,4,"",1,-0.32,4,"",4.75
"1631",28307493,"Long Short System",7,4,"",1,-0.12,4,"",4.75
"1632",28308970,"ALPHA20",7,4,"",1,-0.08,4,"",4.75
"1633",28309886,"EXLENCE",7,4,"",1,0,4,"",4.75
"1634",28321136,"Crude Precision",7,4,"",1,0,4,"",4.75
"1635",28334302,"Trimodal Drift",7,4,"",1,0.16,4,"",4.75
"1636",28338243,"P-Math",7,4,"",1,-0.35,4,"",4.75
"1637",28348397,"Beta Trader",7,4,"",1,0.03,4,"",4.75
"1638",28365849,"YANG TAO FX",7,4,"",1,0,4,"",4.75
"1639",28366663,"TEAM RAINBOW",7,4,"",1,0,4,"",4.75
"1640",28369785,"RB Investments",7,4,"",1,-0.01,4,"",4.75
"1641",28374937,"Stock trader",7,4,"",1,0.63,4,"",4.75
"1642",28376721,"Defying Gravity",7,4,"",1,-0.04,4,"",4.75
"1643",28377311,"System10X",7,4,"",1,0.4,4,"",4.75
"1644",28377802,"International Equity",7,4,"",1,-0.06,4,"",4.75
"1645",28379878,"DataGlobe Options Elite",7,4,"",1,0,4,"",4.75
"1646",28386163,"Common Cent$ Forex",7,4,"",1,0,4,"",4.75
"1647",28387363,"FDX 1",7,4,"",1,-0.18,4,"",4.75
"1648",28389363,"Team Forex",7,4,"",1,0,4,"",4.75
"1649",28405013,"VIX Neutral Trading",7,4,"",1,-0.08,4,"",4.75
"1650",28410182,"POUND RIDER FX",7,4,"",1,0,4,"",4.75
"1651",28413942,"DayTrade",7,4,"",1,0.19,4,"",4.75
"1652",28430771,"Forex is not a Game",7,4,"",1,-0.24,4,"",4.75
"1653",28437225,"Melissa FX",7,4,"",1,-0.3,4,"",4.75
"1654",28446938,"eurodollarman",7,4,"",1,0.43,4,"",4.75
"1655",28451266,"k2",7,4,"",1,0.15,4,"",4.75
"1656",28463774,"NQ100Y",7,4,"",1,-0.11,4,"",4.75
"1657",28470317,"NQ AutoTrader",7,4,"",1,-0.21,4,"",4.75
"1658",28470347,"P O L A R I S -FX-",7,4,"",1,-0.01,4,"",4.75
"1659",28493416,"TrendSensor II >> J U M B O",7,4,"",1,0.04,4,"",4.75
"1660",28493765,"All In At The Extremes",7,4,"",1,0.04,4,"",4.75
"1661",28493903,"TrendSensor Crossbo FX",7,4,"",1,-0.18,4,"",4.75
"1662",28494024,"TrendSensor Crossbo Index",7,4,"",1,0.01,4,"",4.75
"1663",28494375,"Best of the Best",7,4,"",1,0,4,"",4.75
"1664",28500334,"Lilac",7,4,"",1,0.05,4,"",4.75
"1665",28514970,"Black Hole",7,4,"",1,0.03,4,"",4.75
"1666",28516055,"AT Breakout",7,4,"",1,0.02,4,"",4.75
"1667",28516655,"Nadaq Warrior",7,4,"",1,0,4,"",4.75
"1668",28522575,"MiniSwingTrade",7,4,"",1,-0.16,4,"",4.75
"1669",28522617,"G Factor",7,4,"",1,-0.23,4,"",4.75
"1670",28546472,"ES Mini Magnum",7,4,"",1,0,4,"",4.75
"1671",28567224,"Trend Finder I",7,4,"",1,-0.16,4,"",4.75
"1672",28567705,"TMG At The Edges",7,4,"",1,-0.06,4,"",4.75
"1673",28572093,"No Stress Forex",7,4,"",1,0,4,"",4.75
"1674",28573615,"Stockhorn FX",7,4,"",1,0,4,"",4.75
"1675",28587086,"PJ",7,4,"",1,0.08,4,"",4.75
"1676",28596862,"JD FOREX ??",7,4,"",1,0,4,"",4.75
"1677",28600342,"BLUE HERON",7,4,"",1,0,4,"",4.75
"1678",28604949,"AlphaTurtle Spreads",7,4,"",1,-0.23,4,"",4.75
"1679",28605146,"PVT Forex",7,4,"",1,0,4,"",4.75
"1680",28605954,"Options make $1000 Per Trade",7,4,"",1,0,4,"",4.75
"1681",28625857,"FXeaSpot",7,4,"",1,-0.18,4,"",4.75
