"","SystemId","SystemName","AgeScore","CalmarScore","CalmarMessage","SharpeScore","StatValueVal","Score","i.CalmarMessage","C2Score"
"8984",122854033,"Carnegie Vol OTB",0,10,"Too high Calmar value 54.41",1,54.41,10,"Too high Calmar value 54.41",2.75
"8985",122872251,"Optimal Futures",0,10,"Too high Calmar value 538.44",1,538.44,10,"Too high Calmar value 538.44",2.75
"8986",122880116,"ADX STrategy Magic",0,10,"Too high Calmar value 15.02",1,15.02,10,"Too high Calmar value 15.02",2.75
"8987",122963803,"StockMappingWeekly",0,10,"Too high Calmar value 45.09",1,45.09,10,"Too high Calmar value 45.09",2.75
"8988",122974459,"Mambo Combo Number 5",0,10,"Too high Calmar value 10.31",1,10.31,10,"Too high Calmar value 10.31",2.75
"8989",123006008,"Quick Gain Trade",0,10,"Too high Calmar value 42.67",1,42.67,10,"Too high Calmar value 42.67",2.75
"8990",123020258,"Swing Diversified Trader",0,10,"Too high Calmar value 20.13",1,20.13,10,"Too high Calmar value 20.13",2.75
"8991",123047586,"Smart Wolf",0,10,"Too high Calmar value 23.86",1,23.86,10,"Too high Calmar value 23.86",2.75
"8992",123110552,"tickscalping",0,10,"Too high Calmar value 39.39",1,39.39,10,"Too high Calmar value 39.39",2.75
"8993",123126302,"mh2112",0,10,"Too high Calmar value 172.26",1,172.26,10,"Too high Calmar value 172.26",2.75
"8994",123152690,"Gold Phantastic",0,10,"Too high Calmar value 15.54",1,15.54,10,"Too high Calmar value 15.54",2.75
"8995",123192436,"eFutures",0,10,"Too high Calmar value 2051667.88",1,2051667.88,10,"Too high Calmar value 2051667.88",2.75
"8996",123204358,"Green Crude Oil",0,10,"Too high Calmar value 24.93",1,24.93,10,"Too high Calmar value 24.93",2.75
"8997",123222625,"Min Kindynos FX",0,10,"Too high Calmar value 47.1",1,47.1,10,"Too high Calmar value 47.1",2.75
"8998",123222946,"Min Kindynos Equity",0,10,"Too high Calmar value 30.19",1,30.19,10,"Too high Calmar value 30.19",2.75
"8999",123239186,"Speed Trader",0,10,"Too high Calmar value 217.62",1,217.62,10,"Too high Calmar value 217.62",2.75
"9000",123249098,"Asia Tactical Trading",0,10,"Too high Calmar value 55.28",1,55.28,10,"Too high Calmar value 55.28",2.75
"9001",123259982,"Mydiary",0,10,"Too high Calmar value 68.41",1,68.41,10,"Too high Calmar value 68.41",2.75
"9002",79153763,"ETF Trend Oscillator",3,3,"",1,-0.99,3,"",2.5
"9003",79233332,"M10_P2",3,3,"",1,-1,3,"",2.5
"9004",79353548,"ERN1",3,3,"",1,-1,3,"",2.5
"9005",79418144,"SPXProfits.com",3,3,"",1,-1,3,"",2.5
"9006",79553491,"Funky Funds",3,3,"",1,-0.93,3,"",2.5
"9007",79647024,"2SigmaSDev_ES",3,3,"",1,-1,3,"",2.5
"9008",79824302,"Symtrades",3,3,"",1,-1,3,"",2.5
"9009",79926257,"roth ira trader",3,3,"",1,-0.91,3,"",2.5
"9010",79951960,"Sleep Well",3,3,"",1,-1,3,"",2.5
"9011",80096562,"uidhuidiu",3,3,"",1,-0.75,3,"",2.5
"9012",80096588,"Futures Explorer",3,3,"",1,-0.84,3,"",2.5
"9013",80109740,"profitable futures signals",3,3,"",1,-0.76,3,"",2.5
"9014",80218166,"Cross Bow",3,3,"",1,-1,3,"",2.5
"9015",80244700,"Stampede FX",3,3,"",1,-0.99,3,"",2.5
"9016",80285322,"Mach1",3,3,"",1,-1,3,"",2.5
"9017",80373498,"jdjoido",3,3,"",1,-0.77,3,"",2.5
"9018",80544497,"Northgate Options",3,3,"",1,-0.91,3,"",2.5
"9019",80555049,"ES Daily Income System",3,3,"",1,-0.83,3,"",2.5
"9020",80594441,"ultimate hedge fund",3,3,"",1,-0.88,3,"",2.5
"9021",80952242,"Emperor Investment Solutions",3,3,"",1,-0.99,3,"",2.5
"9022",81132974,"HBI",3,3,"",1,-0.94,3,"",2.5
"9023",81230047,"Elite QQQ Options",3,3,"",1,-0.82,3,"",2.5
"9024",81624425,"Y of G v1",3,3,"",1,-1,3,"",2.5
"9025",81752264,"The Chartist",3,3,"",1,-0.99,3,"",2.5
"9026",81799642,"EXPIRED",3,3,"",1,-0.99,3,"",2.5
"9027",82128979,"momentumtrading",3,3,"",1,-1,3,"",2.5
"9028",82288958,"Trading solid/Good stocks only",3,3,"",1,-0.78,3,"",2.5
"9029",82369481,"Black Bimmer",3,3,"",1,-1,3,"",2.5
"9030",82529223,"Happy-Trading",3,3,"",1,-0.94,3,"",2.5
"9031",82699740,"TIime Is Now Monthly",3,3,"",1,-0.99,3,"",2.5
"9032",82701425,"Time Is Now Weekly 1",3,3,"",1,-0.99,3,"",2.5
"9033",82701576,"Time Is Now QUARTERLY 3",3,3,"",1,-0.99,3,"",2.5
"9034",82709290,"NazFish Emini Trader",3,3,"",1,-1,3,"",2.5
"9035",82824114,"ETF 1D",3,3,"",1,-0.97,3,"",2.5
"9036",82834206,"Time Is Now Monthly Conservative",3,3,"",1,-0.99,3,"",2.5
"9037",82834236,"Time Is Now Quarterly Conservative",3,3,"",1,-0.99,3,"",2.5
"9038",83215322,"not ready yet",3,3,"",1,-0.99,3,"",2.5
"9039",83852923,"ES Daytrader",3,3,"",1,-0.95,3,"",2.5
"9040",83862001,"System 83862001",3,3,"",1,-0.95,3,"",2.5
"9041",83889300,"Arbitrage1",3,3,"",1,-0.98,3,"",2.5
"9042",83964907,"CRACKTHEMARKET",3,3,"",1,-1,3,"",2.5
"9043",84082748,"1",3,3,"",1,-0.86,3,"",2.5
"9044",84246402,"HBI2",3,3,"",1,-0.83,3,"",2.5
"9045",84246645,"Tonto's Song",3,3,"",1,-0.89,3,"",2.5
"9046",84290456,"OptionDelta",3,3,"",1,-1,3,"",2.5
"9047",84327638,"Crown Invest",3,3,"",1,-0.97,3,"",2.5
"9048",84384963,"XXXXXX",2,5,"",1,2.75,5,"",2.5
"9049",84523421,"NYMEX",3,3,"",1,-1,3,"",2.5
"9050",84547584,"Trade Testing System",3,3,"",1,-0.96,3,"",2.5
"9051",84576311,"Collateral",3,3,"",1,-1,3,"",2.5
"9052",84649056,"SPXPros",3,3,"",1,-0.97,3,"",2.5
"9053",84676354,"BioCata",3,3,"",1,-0.87,3,"",2.5
"9054",84721704,"Global Macro Trading",3,3,"",1,-1,3,"",2.5
"9055",84764758,"Improbability Drive",3,3,"",1,-1,3,"",2.5
"9056",84940211,"Newport NQ",3,3,"",1,-1,3,"",2.5
"9057",84953347,"Stocks on the move",3,3,"",1,-1,3,"",2.5
"9058",85038449,"SR71 Futures",3,3,"",1,-0.99,3,"",2.5
"9059",85213060,"SP500Profits",3,3,"",1,-0.96,3,"",2.5
"9060",85221082,"Elliott Wave Pips",3,3,"",1,-0.77,3,"",2.5
"9061",85239172,"Weatherman",3,3,"",1,-1,3,"",2.5
"9062",85296973,"USDgrowth",3,3,"",1,-0.99,3,"",2.5
"9063",85314937,"LTZ Wheat AP",3,3,"",1,-0.79,3,"",2.5
"9064",85451164,"Test C",3,3,"",1,-0.99,3,"",2.5
"9065",85490039,"OOIL",3,3,"",1,-1,3,"",2.5
"9066",85667985,"Dow Plus",3,3,"",1,-0.83,3,"",2.5
"9067",85727985,"terminated001",3,3,"",1,-0.99,3,"",2.5
"9068",85755614,"GreenQueen",3,3,"",1,-0.8,3,"",2.5
"9069",85775476,"XENON",3,3,"",1,-0.98,3,"",2.5
"9070",86052185,"Multi Asset Futures Touch",3,3,"",1,-0.76,3,"",2.5
"9071",86085828,"theta seller2",3,3,"",1,-0.8,3,"",2.5
"9072",86086128,"Navigator",3,3,"",1,-1,3,"",2.5
"9073",86092356,"Risk",3,3,"",1,-0.99,3,"",2.5
"9074",86113558,"Option Jaunt",3,3,"",1,-0.81,3,"",2.5
"9075",86198525,"Paradigm F",3,3,"",1,-0.76,3,"",2.5
"9076",86289555,"HighYieldOptions",3,3,"",1,-0.9,3,"",2.5
"9077",86587076,"Gerry's Trade",3,3,"",1,-1,3,"",2.5
"9078",86644948,"Hights live stocks",3,3,"",1,-0.99,3,"",2.5
"9079",86675091,"PalliativeFXsystem",3,3,"",1,-1,3,"",2.5
"9080",86730819,"BlackBeltAdvisors",3,3,"",1,-0.86,3,"",2.5
"9081",86753167,"Trade of The Day",3,3,"",1,-0.78,3,"",2.5
"9082",86814647,"GreenPebble",3,3,"",1,-1,3,"",2.5
"9083",86950571,"n1aaaa",3,3,"",1,-1,3,"",2.5
"9084",86985168,"LibertyFX MT",3,3,"",1,-1,3,"",2.5
"9085",87013618,"The Traders Way",3,3,"",1,-1,3,"",2.5
"9086",87295133,"tranq0",3,3,"",1,-0.91,3,"",2.5
"9087",87462150,"SCIV",3,3,"",1,-1,3,"",2.5
"9088",87659856,"Follow the Leaders",3,3,"",1,-0.79,3,"",2.5
"9089",87687055,"WOLF",3,3,"",1,-1,3,"",2.5
"9090",87693550,"Crudemetre",3,3,"",1,-0.81,3,"",2.5
"9091",87837744,"Valencia Capital TA",3,3,"",1,-1,3,"",2.5
"9092",87856944,"Clockwork Angels II",3,3,"",1,-0.79,3,"",2.5
"9093",87948558,"New Tone",2,5,"",1,2.24,5,"",2.5
"9094",88022284,"Vector Advisory test",3,3,"",1,-1,3,"",2.5
"9095",88107316,"Dreamer Three",3,3,"",1,-1,3,"",2.5
"9096",88144103,"Bay Trading",3,3,"",1,-0.8,3,"",2.5
"9097",88294699,"Inzap",2,5,"",1,1.51,5,"",2.5
"9098",88453147,"Omega Gold",3,3,"",1,-1,3,"",2.5
"9099",88951289,"Synergy",3,3,"",1,-1,3,"",2.5
"9100",89061372,"SiloX",3,3,"",1,-0.99,3,"",2.5
"9101",89314405,"Coghlan OmniTrades",3,3,"",1,-1,3,"",2.5
"9102",89373651,"Tortoise and Hare MT",3,3,"",1,-0.81,3,"",2.5
"9103",89509892,"TNA/TZA Swing",2,5,"",1,1.35,5,"",2.5
"9104",89798640,"Portofino",2,5,"",1,1.44,5,"",2.5
"9105",89978126,"Gold 100 Troy Ounces",2,5,"",1,1.09,5,"",2.5
"9106",90164263,"Chateau Woo Woo",2,5,"",1,2.18,5,"",2.5
"9107",90196968,"Dip Hunter PRO",2,5,"",1,1.08,5,"",2.5
"9108",90325759,"BETA ES",2,5,"",1,1.39,5,"",2.5
"9109",90325773,"ASCENDANT TY",2,5,"",1,1.46,5,"",2.5
"9110",90361177,"PipCompounder",2,5,"",1,1.06,5,"",2.5
"9111",90442996,"EXLENCE II",2,5,"",1,2.13,5,"",2.5
"9112",90513152,"TestSystem2000b1",2,5,"",1,1.08,5,"",2.5
"9113",90545667,"Zakum",2,5,"",1,2.58,5,"",2.5
"9114",90564086,"Above All FX Auto Trader",2,5,"",1,1.71,5,"",2.5
"9115",90647334,"RisingSun FX",2,5,"",1,1.49,5,"",2.5
"9116",90876270,"Dome1",2,5,"",1,1.29,5,"",2.5
"9117",90943110,"In Pop's Loving Memory",2,5,"",1,1.15,5,"",2.5
"9118",91068460,"FO TF",2,5,"",1,1.83,5,"",2.5
"9119",91104900,"BDK1",2,5,"",1,1.48,5,"",2.5
"9120",91130518,"Seifukusha",2,5,"",1,2.39,5,"",2.5
"9121",91168451,"STS TrendHound",2,5,"",1,1.28,5,"",2.5
"9122",91177910,"Razor#1",2,5,"",1,1.54,5,"",2.5
"9123",91223236,"Trend Trading with ETF",2,5,"",1,2.01,5,"",2.5
"9124",91265459,"US Market Neutral",2,5,"",1,1.09,5,"",2.5
"9125",91269133,"DAY TRADE emini",2,5,"",1,1.04,5,"",2.5
"9126",91305906,"DAXIMO",2,5,"",1,1.8,5,"",2.5
"9127",91356350,"Land of Ry",2,5,"",1,2.43,5,"",2.5
"9128",91421520,"Futures Intraday Small",2,5,"",1,1.17,5,"",2.5
"9129",91468149,"Small B",2,5,"",1,1.71,5,"",2.5
"9130",91854844,"PatagonOne",2,5,"",1,1.91,5,"",2.5
"9131",92079341,"futures hedging",2,5,"",1,1.27,5,"",2.5
"9132",92105472,"TF Combinator",2,5,"",1,1.25,5,"",2.5
"9133",92195189,"Texas Doubledown",2,5,"",1,1.11,5,"",2.5
"9134",92219402,"Adaptive Hedge Swing",2,5,"",1,1.13,5,"",2.5
"9135",92243669,"Forex Swing Trades",2,5,"",1,1.11,5,"",2.5
"9136",92250313,"Sage Daytrader",2,5,"",1,1.5,5,"",2.5
"9137",92251001,"Bank The Pips",2,5,"",1,1.49,5,"",2.5
"9138",92308662,"Gold Miners ETF",2,5,"",1,2.46,5,"",2.5
"9139",92378522,"RithikAutoFx",2,5,"",1,1.6,5,"",2.5
"9140",92635478,"Fx'd",2,5,"",1,1.62,5,"",2.5
"9141",92655958,"Strategy Z",2,5,"",1,2.26,5,"",2.5
"9142",92662852,"CHICAGO",2,5,"",1,2.43,5,"",2.5
"9143",92808623,"Testing Signals Strat",2,5,"",1,2.05,5,"",2.5
"9144",92848430,"DEX Market Model",2,5,"",1,1.26,5,"",2.5
"9145",92870193,"Large Hadron Collider",2,5,"",1,1.86,5,"",2.5
"9146",92870372,"eMini Futures Trader",2,5,"",1,1.55,5,"",2.5
"9147",92914206,"DJ Profit",2,5,"",1,1.89,5,"",2.5
"9148",93060141,"emini Indices",2,5,"",1,1.55,5,"",2.5
"9149",93083688,"Barbarossa22666",2,5,"",1,1.85,5,"",2.5
"9150",93129290,"wen52435417",2,5,"",1,2.63,5,"",2.5
"9151",93171889,"Euro Future System",2,5,"",1,1.94,5,"",2.5
"9152",93192881,"B48 ES",2,5,"",1,1.17,5,"",2.5
"9153",93218926,"Won Trade Wonder",2,5,"",1,1.64,5,"",2.5
"9154",93392668,"GT TRADING",2,5,"",1,1.15,5,"",2.5
"9155",93512083,"Contrarian SP500 index",2,5,"",1,2.08,5,"",2.5
"9156",93548142,"Renko breakdown session",2,5,"",1,2.06,5,"",2.5
"9157",93673804,"Progressive Analytics",2,5,"",1,1.53,5,"",2.5
"9158",93774833,"Jay's Trades",2,5,"",1,1.36,5,"",2.5
"9159",93809126,"firefly",2,5,"",1,1.07,5,"",2.5
"9160",93828888,"DowStockTips",2,5,"",1,1.2,5,"",2.5
"9161",93877237,"Safe Trading System",2,5,"",1,1.89,5,"",2.5
"9162",93887837,"ottrading",2,5,"",1,2.33,5,"",2.5
"9163",93896518,"4ex 4P",2,5,"",1,1.25,5,"",2.5
"9164",93922954,"Trading weekly Options",2,5,"",1,1.98,5,"",2.5
"9165",93949294,"Think Big",2,5,"",1,2.05,5,"",2.5
"9166",93964482,"3XETF daytrading",2,5,"",1,1.46,5,"",2.5
"9167",93966504,"DTS DAX",2,5,"",1,1.61,5,"",2.5
"9168",94025749,"Tech Savvy",2,5,"",1,1.4,5,"",2.5
"9169",94094942,"HG Investment Group",2,5,"",1,2.09,5,"",2.5
"9170",94200721,"Butterfly",2,5,"",1,2.53,5,"",2.5
"9171",94606094,"EagleTS",2,5,"",1,1.51,5,"",2.5
"9172",94739988,"olimp ES futures",2,5,"",1,1.5,5,"",2.5
"9173",94945193,"CorpBonds",2,5,"",1,1.12,5,"",2.5
"9174",94952692,"taaT1",2,5,"",1,1.89,5,"",2.5
"9175",95126558,"Titan Futures",2,5,"",1,1.86,5,"",2.5
"9176",95569132,"Sector 10 Trades",2,5,"",1,1.43,5,"",2.5
"9177",95614255,"Volatile Mood",2,5,"",1,1.3,5,"",2.5
"9178",95705352,"NT Market Neutral",2,5,"",1,1.21,5,"",2.5
"9179",95709284,"Carma Stocks ex US",2,5,"",1,1.66,5,"",2.5
"9180",95830031,"SS125",2,5,"",1,1.12,5,"",2.5
"9181",95871854,"Think Big",2,5,"",1,1.52,5,"",2.5
"9182",95941966,"Precision Path",2,5,"",1,2.59,5,"",2.5
"9183",95996620,"Homeless Forex",2,5,"",1,1.44,5,"",2.5
"9184",96205936,"Adaptive Hedge Day",2,5,"",1,1.94,5,"",2.5
"9185",96207340,"test stocks adk",2,5,"",1,1.39,5,"",2.5
"9186",96495017,"Golden candle",2,5,"",1,1.55,5,"",2.5
"9187",96506348,"ForceX",2,5,"",1,2.14,5,"",2.5
"9188",96536329,"Ofir Baltin",2,5,"",1,1.63,5,"",2.5
"9189",96555635,"BestForex",2,5,"",1,1.05,5,"",2.5
"9190",96640508,"CME FX trading",2,5,"",1,1.62,5,"",2.5
"9191",96690584,"Good nights rest",2,5,"",1,1.08,5,"",2.5
"9192",96691361,"Test111111",2,5,"",1,1.26,5,"",2.5
"9193",96759861,"Gouyen",2,5,"",1,1.96,5,"",2.5
"9194",96798994,"Demian trades",2,5,"",1,1.17,5,"",2.5
"9195",96866107,"Brands With Momentum",2,5,"",1,2.03,5,"",2.5
"9196",96904276,"Perspective trading XG",2,5,"",1,2.26,5,"",2.5
"9197",96922242,"World Forex",2,5,"",1,1.47,5,"",2.5
"9198",96954363,"TBS Moderate",2,5,"",1,2.18,5,"",2.5
"9199",97015085,"Green Combo 2",2,5,"",1,2.73,5,"",2.5
"9200",97092061,"Nerree",2,5,"",1,1.76,5,"",2.5
"9201",97190709,"THG FUTURO",2,5,"",1,1.43,5,"",2.5
"9202",97229063,"Compression Breakout",2,5,"",1,1.19,5,"",2.5
"9203",97232034,"ASCENDANT ES AUTO",2,5,"",1,1.65,5,"",2.5
"9204",97279721,"StockReversion",2,5,"",1,2.65,5,"",2.5
"9205",97329328,"ARWA",2,5,"",1,1.38,5,"",2.5
"9206",97484288,"AllTradingIdeas",2,5,"",1,1.34,5,"",2.5
"9207",97532330,"Acumen Emini SP",2,5,"",1,1.08,5,"",2.5
"9208",97588023,"gCubed",2,5,"",1,2.43,5,"",2.5
"9209",97592482,"US Long/Short A1",2,5,"",1,1.24,5,"",2.5
"9210",97600704,"Income Growth",2,5,"",1,2.18,5,"",2.5
"9211",97615154,"L Grizzly",2,5,"",1,2.33,5,"",2.5
"9212",97689122,"Money Maverick",2,5,"",1,1.09,5,"",2.5
"9213",97725531,"EXLENCE 2S",2,5,"",1,1.04,5,"",2.5
"9214",97770568,"Steve Jobs",2,5,"",1,2.38,5,"",2.5
"9215",97854430,"Canadian etfs swings",2,5,"",1,2.08,5,"",2.5
"9216",97938498,"GainForex",2,5,"",1,1.07,5,"",2.5
"9217",97940633,"Momentum XXL",2,5,"",1,2.27,5,"",2.5
"9218",97999176,"Golden Phenix",2,5,"",1,1.1,5,"",2.5
"9219",98039913,"ES2Future",2,5,"",1,1.58,5,"",2.5
"9220",98066851,"BulletProof Investment",2,5,"",1,2.46,5,"",2.5
"9221",98167922,"jols",2,5,"",1,1.14,5,"",2.5
"9222",98240686,"LiquidSteel",2,5,"",1,1.07,5,"",2.5
"9223",98352283,"SyFirst EUR/USD Bot",2,5,"",1,1.08,5,"",2.5
"9224",98453746,"Hickory Hill Fund",2,5,"",1,1.67,5,"",2.5
"9225",98502378,"OPN Trade System 1",2,5,"",1,1.08,5,"",2.5
"9226",98502556,"Springboard Stocks",2,5,"",1,1.37,5,"",2.5
"9227",98559500,"Option Quant Strategy 2",2,5,"",1,2.24,5,"",2.5
"9228",98596124,"Gordon Gekko",2,5,"",1,1.98,5,"",2.5
"9229",98654523,"Easy Momentum",2,5,"",1,1.58,5,"",2.5
"9230",98700750,"Best Stock Trader",2,5,"",1,1.51,5,"",2.5
"9231",98710042,"opportunity stock",2,5,"",1,1.61,5,"",2.5
"9232",98782617,"G Invest",2,5,"",1,1.46,5,"",2.5
"9233",98827162,"Following The Trend",2,5,"",1,1.62,5,"",2.5
"9234",98838821,"Volatility Trader",2,5,"",1,2.26,5,"",2.5
"9235",99007414,"ASCENDANT VX AUTO",2,5,"",1,2.3,5,"",2.5
"9236",99017938,"Adaptive Divergence",2,5,"",1,1.24,5,"",2.5
"9237",99025061,"Plus ES",2,5,"",1,1.4,5,"",2.5
"9238",100112965,"Trend Analysis I",2,5,"",1,1.58,5,"",2.5
"9239",100148527,"SS193",2,5,"",1,1.17,5,"",2.5
"9240",100161262,"HFX 5 Blue Chip w Opt's",2,5,"",1,1.09,5,"",2.5
"9241",100166454,"CkNN Algo",2,5,"",1,2.39,5,"",2.5
"9242",100249624,"Ion Beam",2,5,"",1,1.15,5,"",2.5
"9243",100372333,"ASCENDANT TY STATIC",2,5,"",1,1.8,5,"",2.5
"9244",100387604,"N Davis Growth Fund",2,5,"",1,1.6,5,"",2.5
"9245",100410338,"SOXL8",2,5,"",1,1.76,5,"",2.5
"9246",100410414,"TNA8",2,5,"",1,1.92,5,"",2.5
"9247",100620214,"Wampum Capital LLC",2,5,"",1,1.59,5,"",2.5
"9248",100689813,"Scharnhorst",2,5,"",1,2.61,5,"",2.5
"9249",100707640,"VXX Bias",2,5,"",1,1.44,5,"",2.5
"9250",100722273,"VolatilityTrader",2,5,"",1,2.11,5,"",2.5
"9251",100738904,"AOA Futures",2,5,"",1,2.3,5,"",2.5
"9252",100745095,"Steel16",2,5,"",1,2.35,5,"",2.5
"9253",100748991,"The Fx bot",2,5,"",1,2.33,5,"",2.5
"9254",100805023,"Lovely LEAPS",2,5,"",1,2.73,5,"",2.5
"9255",100828111,"Halifax 5 Stock US ETF",2,5,"",1,1.3,5,"",2.5
"9256",100856298,"SP500 system",2,5,"",1,1.76,5,"",2.5
"9257",100866695,"Xiv Strategy",2,5,"",1,2.01,5,"",2.5
"9258",100866727,"Spy Strategy",2,5,"",1,2.3,5,"",2.5
"9259",100913521,"Healthcare Rockets 5",2,5,"",1,2.77,5,"",2.5
"9260",100928096,"FUTURES TIMER",2,5,"",1,1.63,5,"",2.5
"9261",100948082,"DGARCH II",2,5,"",1,1.11,5,"",2.5
"9262",101091358,"Halifax Index Trader 2",2,5,"",1,2.02,5,"",2.5
"9263",101219933,"strat104v2",2,5,"",1,1.73,5,"",2.5
"9264",101219938,"strat104v2model",2,5,"",1,1.86,5,"",2.5
"9265",101359768,"v4mini",2,5,"",1,1.15,5,"",2.5
"9266",101363977,"strat105FXv2",2,5,"",1,2.05,5,"",2.5
"9267",101369844,"BlackHorse",2,5,"",1,1.64,5,"",2.5
"9268",101406045,"average expectancy25",2,5,"",1,2.61,5,"",2.5
"9269",101429306,"Volatility Returns",2,5,"",1,1.41,5,"",2.5
"9270",101511857,"stratMix105V2",2,5,"",1,1.32,5,"",2.5
"9271",101762518,"Dips 2dot0",1,7,"",1,5.75,7,"",2.5
"9272",101992564,"NeoTrader",1,7,"",1,5.44,7,"",2.5
"9273",102087551,"SR 22 Futures",1,7,"",1,4.64,7,"",2.5
"9274",102550241,"Russell2K Index Futures",1,7,"",1,5.14,7,"",2.5
"9275",102630699,"Thunder Options Core",1,7,"",1,5.12,7,"",2.5
"9276",104164528,"Expert Options",1,7,"",1,5.64,7,"",2.5
"9277",104244651,"sandbox to test my code",1,7,"",1,5.34,7,"",2.5
"9278",104600171,"Thunder Fusion Rus 2000",1,7,"",1,5.02,7,"",2.5
"9279",104822291,"swing",1,7,"",1,5.23,7,"",2.5
"9280",105082598,"Windward Futures",1,7,"",1,6.19,7,"",2.5
"9281",105249254,"AMD Foreign Exchange",1,7,"",1,5.15,7,"",2.5
"9282",105328247,"megabucks5",1,7,"",1,5.4,7,"",2.5
"9283",105938499,"Ultron VIX Swing",1,7,"",1,5.85,7,"",2.5
"9284",106602576,"311 Points Capital",1,7,"",1,5.28,7,"",2.5
"9285",108034092,"Our own TRADES",1,7,"",1,6.11,7,"",2.5
"9286",108293192,"wangyuan888",1,7,"",1,5.35,7,"",2.5
"9287",108568657,"futurespoints",1,7,"",1,5.43,7,"",2.5
"9288",110013277,"ShortVolEdge",1,7,"",1,4.82,7,"",2.5
"9289",110057602,"K2 Test Strategy",1,7,"",1,5.93,7,"",2.5
"9290",110630356,"Inside Out",1,7,"",1,5.57,7,"",2.5
"9291",111868083,"OptionsPicks",1,7,"",1,6.14,7,"",2.5
"9292",112132238,"U2 Investing Forex",1,7,"",1,5.49,7,"",2.5
"9293",112295438,"Mount Everest",1,7,"",1,5.05,7,"",2.5
"9294",112311154,"Option P",1,7,"",1,5.38,7,"",2.5
"9295",112486281,"Spread Zeta Indices",1,7,"",1,6.36,7,"",2.5
"9296",113059611,"Ambush SP500",1,7,"",1,5.1,7,"",2.5
"9297",113129727,"TEST Cmdty",1,7,"",1,4.99,7,"",2.5
"9298",113342388,"Going slow to go well",1,7,"",1,4.65,7,"",2.5
"9299",113633308,"Socrates",1,7,"",1,5.89,7,"",2.5
"9300",113750974,"Retail Analytics",1,7,"",1,5.01,7,"",2.5
"9301",113758763,"Day Tripper EMini SP",1,7,"",1,4.81,7,"",2.5
"9302",113976139,"We work.... you sleep",1,7,"",1,4.94,7,"",2.5
"9303",113976157,"Mandolin",1,7,"",1,6.3,7,"",2.5
"9304",114285037,"RoboTradeFX Beta",1,7,"",1,5.4,7,"",2.5
"9305",115047382,"Top ETF Warrior",0,9,"",1,9.29,9,"",2.5
"9306",116405505,"Hit Parade",0,9,"",1,8.99,9,"",2.5
"9307",116677691,"YMDataAlgotestingphase",0,9,"",1,9.87,9,"",2.5
"9308",116811782,"Premium Scalping",0,9,"",1,9.75,9,"",2.5
"9309",117547867,"Yugas-Futures",0,9,"",1,8.75,9,"",2.5
"9310",118012812,"Patient Capital Return",0,9,"",1,8.59,9,"",2.5
"9311",118267892,"Mining Gold",0,9,"",1,8.7,9,"",2.5
"9312",119637122,"Crude N8FT",0,9,"",1,8.55,9,"",2.5
"9313",120336648,"Steady Forex",0,9,"",1,8.64,9,"",2.5
"9314",120632830,"YM KingPin",0,9,"",1,8.76,9,"",2.5
"9315",121470191,"Journey to wealth",0,9,"",1,8.34,9,"",2.5
"9316",122832377,"Triple Y",0,9,"",1,9.1,9,"",2.5
"9317",122871087,"Volatility and Options",0,9,"",1,8.51,9,"",2.5
"9318",122940342,"MODEL C2C",0,9,"",1,9.78,9,"",2.5
"9319",45439044,"HPB Options",2,4,"",1,0.86,4,"",2.25
"9320",63085774,"HPB Forex",2,4,"",1,-0.34,4,"",2.25
"9321",70753229,"SPY SH Daily Trader",2,4,"",1,0.2,4,"",2.25
"9322",72248483,"Black Cube",2,4,"",1,0.9,4,"",2.25
"9323",77121403,"LoDo FINANCIAL",2,4,"",1,0.71,4,"",2.25
"9324",82295988,"ButDaddy",2,4,"",1,0.02,4,"",2.25
"9325",86091344,"Hurricane Wealth",2,4,"",1,-0.04,4,"",2.25
"9326",86172997,"Test IV",2,4,"",1,0.88,4,"",2.25
"9327",86773896,"Swing Trader Champ",2,4,"",1,0.35,4,"",2.25
"9328",86889507,"ESSENTIAL2",2,4,"",1,0.01,4,"",2.25
"9329",87159037,"pip accumulator",2,4,"",1,-0.21,4,"",2.25
"9330",88079093,"Price Trading",2,4,"",1,0,4,"",2.25
"9331",88165160,"InterFirstOP",2,4,"",1,0.36,4,"",2.25
"9332",88174444,"Capitalize",2,4,"",1,0.2,4,"",2.25
"9333",88442639,"Value Growth 500",2,4,"",1,0.73,4,"",2.25
"9334",88495816,"Hedged 500",2,4,"",1,-0.22,4,"",2.25
"9335",88526834,"Yellow Jelly Belly",2,4,"",1,-0.36,4,"",2.25
"9336",88640761,"Ztex",2,4,"",1,0.09,4,"",2.25
"9337",88703078,"Gold or Bust",2,4,"",1,-0.01,4,"",2.25
"9338",89136433,"Archived Sys 3241",2,4,"",1,-0.02,4,"",2.25
"9339",89151309,"Mercurius AEX Futures",2,4,"",1,-0.66,4,"",2.25
"9340",89456395,"Test System 11234",2,4,"",1,-0.1,4,"",2.25
"9341",89470715,"ES Best Intraday Trend",2,4,"",1,0.41,4,"",2.25
"9342",89491414,"Short",2,4,"",1,0.14,4,"",2.25
"9343",89523630,"Golden Future",2,4,"",1,-0.61,4,"",2.25
"9344",89552008,"Sloan Project X",2,4,"",1,-0.19,4,"",2.25
"9345",89613896,"ESThunder",2,4,"",1,0.95,4,"",2.25
"9346",89619940,"Guiding Hand",2,4,"",1,1.01,4,"",2.25
